time,P_in,P_out,T_in,T_out,Hum_in,Hum_out,CO2_V1,CO2_V2,O3_WE,O3_AE,Altitude,flags,Flowrate,CO2_C,O3_C,center of mass,SB_Temp
12518.00,,22.242349,,-21.341825,,,,,,,26514,0,,,,,
12519.00,,22.205414,,-21.468515,,,,,,,26514,0,,,,,
12520.00,,22.870252,,-21.270563,,,,,,,26514,0,,,,,
12521.00,,22.907187,,-21.286399,,,,,,,26513,0,,,,,
12522.00,,22.796381,,-21.246809,,,,,,,26513,0,,,,,
12523.00,,22.796381,,-21.290358,,,,,,,26513,0,,,,,
12524.00,,22.611704,,-21.385375,,,,,,,26513,0,,,,,
12525.00,,22.353155,,-21.246809,,,,,,,26512,0,,,,,
12526.00,,22.131543,,-21.389334,,,,,,,26512,0,,,,,
12527.00,,22.574768,,-21.242849,,,,,,,26512,0,,,,,
12528.00,,22.537833,,-21.227013,,,,,,,26512,0,,,,,
12529.00,,23.867509,,-21.1993,,,,,,,26511,0,,,,,
12530.00,,22.907187,,-21.11616,,,,,,,26511,0,,,,,
12531.00,,23.017994,,-21.179505,,,,,,,26511,0,,,,,
12532.00,,22.427026,,-21.298276,,,,,,,26510,0,,,,,
12533.00,,22.537833,,-21.179505,,,,,,,26510,0,,,,,
12534.00,,22.353155,,-21.223054,,,,,,,26510,0,,,,,
12535.00,,22.427026,,-21.151792,,,,,,,26510,0,,,,,
12536.00,,21.946865,,-21.100324,,,,,,,26510,0,,,,,
12537.00,,22.796381,,-21.080529,,,,,,,26509,0,,,,,
12538.00,,22.907187,,-21.100324,,,,,,,26509,0,,,,,
12539.00,,22.131543,,-21.052816,,,,,,,26508,0,,,,,
12540.00,,23.091864,,-21.104283,,,,,,,26508,0,,,,,
12541.00,,22.353155,,-21.064693,,,,,,,26508,0,,,,,
12542.00,,22.427026,,-21.128037,,,,,,,26508,0,,,,,
12543.00,,22.205414,,-20.941963,,,,,,,26507,0,,,,,
12544.00,,22.796381,,-21.040939,,,,,,,26507,1,,,,,
12545.00,,22.833316,,-21.013225,,,,,,,26507,1,,,,,
12546.00,,22.168478,,-21.056775,,,,,,,26507,1,,,,,
12547.00,,22.537833,,-20.938004,,,,,,,26506,1,,,,,
12548.00,,22.390091,,-20.973635,,,,,,,26506,1,,,,,
12549.00,,23.830574,,-20.973635,,,,,,,26506,1,,,,,
12550.00,,22.057672,,-21.044898,,,,,,,26506,1,,,,,
12551.00,,22.205414,,-20.977594,,,,,,,26505,1,,,,,
12552.00,,22.463962,,-20.886536,,,,,,,26505,1,,,,,
12553.00,,22.796381,,-20.957799,,,,,,,26505,1,,,,,
12554.00,,22.205414,,-20.906331,,,,,,,26504,1,,,,,
12555.00,,22.168478,,-20.890495,,,,,,,26504,1,,,,,
12556.00,,22.685575,,-20.906331,,,,,,,26504,1,,,,,
12557.00,,22.500897,,-20.914249,,,,,,,26504,1,,,,,
12558.00,,22.537833,,-20.902372,,,,,,,26503,1,,,,,
12559.00,,22.796381,,-20.898413,,,,,,,26503,1,,,,,
12560.00,,22.944123,,-20.862782,,,,,,,26502,1,,,,,
12561.00,,22.944123,,-20.874659,,,,,,,26502,1,,,,,
12562.00,,22.537833,,-20.858823,,,,,,,26502,1,,,,,
12563.00,,22.574768,,-20.799437,,,,,,,26501,1,,,,,
12564.00,,22.907187,,-20.78756,,,,,,,26501,1,,,,,
12565.00,,22.685575,,-20.811315,,,,,,,26501,1,,,,,
12566.00,,22.279285,,-20.898413,,,,,,,26500,1,,,,,
12567.00,,23.1288,,-20.740052,,,,,,,26500,0,,,,,
12568.00,,22.907187,,-20.83111,,,,,,,26500,0,,,,,
12569.00,,22.648639,,-20.83111,,,,,,,26500,0,,,,,
12570.00,,22.500897,,-20.83111,,,,,,,26499,0,,,,,
12571.00,,22.685575,,-20.8707,,,,,,,26499,0,,,,,
12572.00,,22.72251,,-20.803396,,,,,,,26499,0,,,,,
12573.00,,22.463962,,-20.803396,,,,,,,26498,0,,,,,
12574.00,,22.72251,,-20.779642,,,,,,,26498,0,,,,,
12575.00,,22.981058,,-20.680666,,,,,,,26498,0,,,,,
12576.00,,22.870252,,-20.672748,,,,,,,26497,0,,,,,
12577.00,,22.833316,,-20.728175,,,,,,,26497,0,,,,,
12578.00,,22.131543,,-20.799437,,,,,,,26496,0,,,,,
12579.00,,22.685575,,-20.807356,,,,,,,26496,0,,,,,
12580.00,,22.574768,,-20.751929,,,,,,,26496,0,,,,,
12581.00,,22.907187,,-20.736093,,,,,,,26496,0,,,,,
12582.00,,22.390091,,-20.740052,,,,,,,26495,0,,,,,
12583.00,,23.202671,,-20.672748,,,,,,,26495,0,,,,,
12584.00,,22.870252,,-20.617322,,,,,,,26494,0,,,,,
12585.00,,22.72251,,-20.676707,,,,,,,26494,0,,,,,
12586.00,,22.907187,,-20.763806,,,,,,,26494,0,,,,,
12587.00,,21.983801,,-20.62524,,,,,,,26493,0,,,,,
12588.00,,23.276542,,-20.565854,,,,,,,26493,0,,,,,
12589.00,,23.054929,,-20.613363,,,,,,,26493,0,,,,,
12590.00,,22.094607,,-20.613363,,,,,,,26493,0,,,,,
12591.00,,21.983801,,-20.629199,,,,,,,26492,0,,,,,
12592.00,,23.276542,,-20.728175,,,,,,,26492,0,,,,,
12593.00,,22.796381,,-20.62524,,,,,,,26491,1,,,,,
12594.00,,22.242349,,-20.589609,,,,,,,26491,1,,,,,
12595.00,,22.390091,,-20.601486,,,,,,,26490,1,,,,,
12596.00,,23.53509,,-20.652953,,,,,,,26490,1,,,,,
12597.00,,22.353155,,-20.617322,,,,,,,26490,1,,,,,
12598.00,,23.017994,,-20.621281,,,,,,,26489,1,,,,,
12599.00,,22.72251,,-20.553977,,,,,,,26489,1,,,,,
12600.00,,22.981058,,-20.629199,,,,,,,26489,1,,,,,
12601.00,,22.463962,,-20.605445,,,,,,,26489,1,,,,,
12602.00,,22.574768,,-20.593568,,,,,,,26488,1,,,,,
12603.00,,22.72251,,-20.676707,,,,,,,26488,1,,,,,
12604.00,,22.463962,,-20.597527,,,,,,,26488,1,,,,,
12605.00,,22.574768,,-20.561895,,,,,,,26487,1,,,,,
12606.00,,22.463962,,-20.526264,,,,,,,26487,1,,,,,
12607.00,,22.427026,,-20.613363,,,,,,,26487,1,,,,,
12608.00,,22.390091,,-20.601486,,,,,,,26486,1,,,,,
12609.00,,22.981058,,-20.585649,,,,,,,26486,1,,,,,
12610.00,,22.981058,,-20.589609,,,,,,,26486,1,,,,,
12611.00,,22.648639,,-20.585649,,,,,,,26485,1,,,,,
12612.00,,22.279285,,-20.534182,,,,,,,26485,1,,,,,
12613.00,,22.611704,,-20.546059,,,,,,,26485,1,,,,,
12614.00,,22.463962,,-20.557936,,,,,,,26485,1,,,,,
12615.00,,22.685575,,-20.534182,,,,,,,26484,1,,,,,
12616.00,,23.94138,,-20.518346,,,,,,,26484,0,,,,,
12617.00,,22.574768,,-20.557936,,,,,,,26483,0,,,,,
12618.00,,22.907187,,-20.546059,,,,,,,26483,0,,,,,
12619.00,,22.574768,,-20.546059,,,,,,,26482,0,,,,,
12620.00,,22.72251,,-20.557936,,,,,,,26482,0,,,,,
12621.00,,22.833316,,-20.518346,,,,,,,26482,0,,,,,
12622.00,,22.463962,,-20.506469,,,,,,,26481,0,,,,,
12623.00,,22.537833,,-20.538141,,,,,,,26481,0,,,,,
12624.00,,22.796381,,-20.530223,,,,,,,26481,0,,,,,
12625.00,,22.205414,,-20.482715,,,,,,,26481,0,,,,,
12626.00,,22.72251,,-20.494592,,,,,,,26480,0,,,,,
12627.00,,22.759445,,-20.494592,,,,,,,26480,0,,,,,
12628.00,,21.872995,,-20.486674,,,,,,,26479,0,,,,,
12629.00,,22.242349,,-20.451042,,,,,,,26479,0,,,,,
12630.00,,23.017994,,-20.482715,,,,,,,26478,0,,,,,
12631.00,,22.796381,,-20.474796,,,,,,,26478,0,,,,,
12632.00,,22.611704,,-20.530223,,,,,,,26478,0,,,,,
12633.00,,23.054929,,-20.407493,,,,,,,26477,0,,,,,
12634.00,,22.833316,,-20.371862,,,,,,,26477,0,,,,,
12635.00,,22.72251,,-20.41937,,,,,,,26477,0,,,,,
12636.00,,22.500897,,-20.41937,,,,,,,26477,0,,,,,
12637.00,,22.205414,,-20.300599,,,,,,,26476,0,,,,,
12638.00,,22.944123,,-20.486674,,,,,,,26476,0,,,,,
12639.00,,23.091864,,-20.395616,,,,,,,26476,0,,,,,
12640.00,,22.353155,,-20.356025,,,,,,,26475,0,,,,,
12641.00,,22.279285,,-20.375821,,,,,,,26475,0,,,,,
12642.00,,23.017994,,-20.367902,,,,,,,26474,1,,,,,
12643.00,,22.796381,,-20.324353,,,,,,,26474,1,,,,,
12644.00,,23.165735,,-20.292681,,,,,,,26473,1,,,,,
12645.00,,22.944123,,-20.276845,,,,,,,26473,1,,,,,
12646.00,,22.981058,,-20.352066,,,,,,,26473,1,,,,,
12647.00,,22.390091,,-20.462919,,,,,,,26472,1,,,,,
12648.00,,22.537833,,-20.328312,,,,,,,26472,1,,,,,
12649.00,,23.091864,,-20.229336,,,,,,,26471,1,,,,,
12650.00,,23.165735,,-20.316435,,,,,,,26471,1,,,,,
12651.00,,23.054929,,-20.249131,,,,,,,26470,1,,,,,
12652.00,,22.796381,,-20.276845,,,,,,,26470,1,,,,,
12653.00,,22.870252,,-20.245172,,,,,,,26470,1,,,,,
12654.00,,22.944123,,-20.217459,,,,,,,26469,1,,,,,
12655.00,,22.537833,,-20.154115,,,,,,,26469,1,,,,,
12656.00,,22.685575,,-20.169951,,,,,,,26469,1,,,,,
12657.00,,22.242349,,-20.169951,,,,,,,26469,1,,,,,
12658.00,,22.72251,,-20.189746,,,,,,,26468,1,,,,,
12659.00,,23.239606,,-20.197664,,,,,,,26468,1,,,,,
12660.00,,22.094607,,-20.142237,,,,,,,26467,1,,,,,
12661.00,,22.427026,,-20.197664,,,,,,,26467,1,,,,,
12662.00,,22.463962,,-20.142237,,,,,,,26467,1,,,,,
12663.00,,22.759445,,-20.197664,,,,,,,26466,1,,,,,
12664.00,,22.72251,,-20.158074,,,,,,,26466,1,,,,,
12665.00,,23.461219,,-20.086811,,,,,,,26465,0,,,,,
12666.00,,22.131543,,-20.110565,,,,,,,26465,0,,,,,
12667.00,,22.390091,,-20.114524,,,,,,,26464,0,,,,,
12668.00,,23.054929,,-20.09077,,,,,,,26464,0,,,,,
12669.00,,22.353155,,-20.122442,,,,,,,26464,0,,,,,
12670.00,,22.427026,,-20.122442,,,,,,,26464,0,,,,,
12671.00,,22.574768,,-20.110565,,,,,,,26463,0,,,,,
12672.00,,22.759445,,-20.110565,,,,,,,26463,0,,,,,
12673.00,,22.981058,,-20.086811,,,,,,,26462,0,,,,,
12674.00,,22.537833,,-20.055139,,,,,,,26462,0,,,,,
12675.00,,22.907187,,-20.059098,,,,,,,26461,0,,,,,
12676.00,,22.390091,,-20.035343,,,,,,,26461,0,,,,,
12677.00,,23.091864,,-20.074934,,,,,,,26461,0,,,,,
12678.00,,22.390091,,-20.070975,,,,,,,26460,0,,,,,
12679.00,,23.608961,,-20.063057,,,,,,,26460,0,,,,,
12680.00,,22.242349,,-20.015548,,,,,,,26460,0,,,,,
12681.00,,22.390091,,-20.055139,,,,,,,26460,0,,,,,
12682.00,,22.353155,,-20.082852,,,,,,,26459,0,,,,,
12683.00,,22.648639,,-19.975958,,,,,,,26459,0,,,,,
12684.00,,22.537833,,-20.039302,,,,,,,26458,0,,,,,
12685.00,,22.833316,,-20.059098,,,,,,,26458,0,,,,,
12686.00,,23.1288,,-20.039302,,,,,,,26458,0,,,,,
12687.00,,22.870252,,-20.031384,,,,,,,26458,0,,,,,
12688.00,,22.611704,,-20.019507,,,,,,,26457,0,,,,,
12689.00,,24.089122,,-19.975958,,,,,,,26457,0,,,,,
12690.00,,22.870252,,-20.039302,,,,,,,26457,0,,,,,
12691.00,,23.1288,,-19.975958,,,,,,,26456,1,,,,,
12692.00,,22.390091,,-20.043262,,,,,,,26456,1,,,,,
12693.00,,22.944123,,-19.948245,,,,,,,26456,1,,,,,
12694.00,,22.390091,,-20.003671,,,,,,,26455,1,,,,,
12695.00,,23.830574,,-20.011589,,,,,,,26455,1,,,,,
12696.00,,22.870252,,-19.991794,,,,,,,26455,1,,,,,
12697.00,,23.091864,,-20.003671,,,,,,,26454,1,,,,,
12698.00,,23.054929,,-19.995753,,,,,,,26454,1,,,,,
12699.00,,22.833316,,-19.983876,,,,,,,26454,1,,,,,
12700.00,,23.645896,,-20.035343,,,,,,,26454,1,,,,,
12701.00,,22.907187,,-19.987835,,,,,,,26454,1,,,,,
12702.00,,22.205414,,-19.979917,,,,,,,26453,1,,,,,
12703.00,,23.276542,,-20.011589,,,,,,,26453,1,,,,,
12704.00,,22.390091,,-19.979917,,,,,,,26453,1,,,,,
12705.00,,23.165735,,-20.015548,,,,,,,26452,1,,,,,
12706.00,,22.759445,,-20.05118,,,,,,,26452,1,,,,,
12707.00,,22.353155,,-19.987835,,,,,,,26452,1,,,,,
12708.00,,23.53509,,-19.92449,,,,,,,26452,1,,,,,
12709.00,,22.057672,,-19.987835,,,,,,,26451,1,,,,,
12710.00,,22.685575,,-19.944286,,,,,,,26451,1,,,,,
12711.00,,22.131543,,-20.05118,,,,,,,26451,1,,,,,
12712.00,,22.574768,,-19.991794,,,,,,,26451,1,,,,,
12713.00,,22.537833,,-19.964081,,,,,,,26451,1,,,,,
12714.00,,22.944123,,-20.039302,,,,,,,26450,0,,,,,
12715.00,,22.981058,,-20.039302,,,,,,,26450,0,,,,,
12716.00,,22.390091,,-19.975958,,,,,,,26450,0,,,,,
12717.00,,22.907187,,-19.952204,,,,,,,26449,0,,,,,
12718.00,,22.537833,,-20.063057,,,,,,,26449,0,,,,,
12719.00,,22.094607,,-19.96804,,,,,,,26449,0,,,,,
12720.00,,23.054929,,-20.074934,,,,,,,26449,0,,,,,
12721.00,,22.500897,,-20.011589,,,,,,,26448,0,,,,,
12722.00,,22.574768,,-20.055139,,,,,,,26448,0,,,,,
12723.00,,23.239606,,-19.96804,,,,,,,26448,0,,,,,
12724.00,,22.796381,,-19.987835,,,,,,,26448,0,,,,,
12725.00,,22.981058,,-20.043262,,,,,,,26448,0,,,,,
12726.00,,22.574768,,-20.063057,,,,,,,26447,0,,,,,
12727.00,,22.611704,,-20.078893,,,,,,,26447,0,,,,,
12728.00,,23.387348,,-20.114524,,,,,,,26447,0,,,,,
12729.00,,23.091864,,-20.011589,,,,,,,26446,0,,,,,
12730.00,,22.981058,,-20.102647,,,,,,,26446,0,,,,,
12731.00,,22.353155,,-20.070975,,,,,,,26446,0,,,,,
12732.00,,22.981058,,-20.074934,,,,,,,26446,0,,,,,
12733.00,,22.944123,,-20.027425,,,,,,,26446,0,,,,,
12734.00,,22.833316,,-20.118483,,,,,,,26446,0,,,,,
12735.00,,22.574768,,-20.154115,,,,,,,26446,0,,,,,
12736.00,,22.907187,,-20.122442,,,,,,,26446,0,,,,,
12737.00,,22.390091,,-20.2135,,,,,,,26446,0,,,,,
12738.00,,23.091864,,-20.098688,,,,,,,26446,0,,,,,
12739.00,,22.131543,,-20.122442,,,,,,,26446,0,,,,,
12740.00,,22.833316,,-20.201623,,,,,,,26446,1,,,,,
12741.00,,22.72251,,-20.17391,,,,,,,26446,1,,,,,
12742.00,,23.165735,,-20.177869,,,,,,,26446,1,,,,,
12743.00,,22.242349,,-20.185787,,,,,,,26446,1,,,,,
12744.00,,22.907187,,-20.146196,,,,,,,26445,1,,,,,
12745.00,,22.796381,,-20.209541,,,,,,,26446,1,,,,,
12746.00,,22.353155,,-20.185787,,,,,,,26446,1,,,,,
12747.00,,23.054929,,-20.25309,,,,,,,26446,1,,,,,
12748.00,,22.500897,,-20.272886,,,,,,,26446,1,,,,,
12749.00,,23.239606,,-20.276845,,,,,,,26446,1,,,,,
12750.00,,23.091864,,-20.233295,,,,,,,26446,1,,,,,
12751.00,,21.983801,,-20.229336,,,,,,,26446,1,,,,,
12752.00,,23.091864,,-20.304558,,,,,,,26446,1,,,,,
12753.00,,24.236864,,-20.280804,,,,,,,26446,1,,,,,
12754.00,,22.72251,,-20.328312,,,,,,,26446,1,,,,,
12755.00,,22.463962,,-20.352066,,,,,,,26446,1,,,,,
12756.00,,22.944123,,-20.328312,,,,,,,26446,1,,,,,
12757.00,,22.870252,,-20.367902,,,,,,,26446,1,,,,,
12758.00,,23.091864,,-20.363943,,,,,,,26446,1,,,,,
12759.00,,23.313477,,-20.359984,,,,,,,26446,1,,,,,
12760.00,,22.463962,,-20.292681,,,,,,,26446,1,,,,,
12761.00,,22.72251,,-20.387698,,,,,,,26446,1,,,,,
12762.00,,23.017994,,-20.371862,,,,,,,26446,1,,,,,
12763.00,,22.205414,,-20.37978,,,,,,,26447,0,,,,,
12764.00,,21.762188,,-20.462919,,,,,,,26447,0,,,,,
12765.00,,22.353155,,-20.375821,,,,,,,26447,0,,,,,
12766.00,,22.944123,,-20.427288,,,,,,,26447,0,,,,,
12767.00,,22.796381,,-20.403534,,,,,,,26446,0,,,,,
12768.00,,22.796381,,-20.466878,,,,,,,26446,0,,,,,
12769.00,,23.498154,,-20.41937,,,,,,,26447,0,,,,,
12770.00,,23.608961,,-20.50251,,,,,,,26447,0,,,,,
12771.00,,22.870252,,-20.41937,,,,,,,26447,0,,,,,
12772.00,,22.944123,,-20.470837,,,,,,,26447,0,,,,,
12773.00,,22.796381,,-20.431247,,,,,,,26447,0,,,,,
12774.00,,22.168478,,-20.538141,,,,,,,26447,0,,,,,
12775.00,,23.054929,,-20.451042,,,,,,,26447,0,,,,,
12776.00,,22.611704,,-20.645035,,,,,,,26447,0,,,,,
12777.00,,22.796381,,-20.538141,,,,,,,26447,0,,,,,
12778.00,,21.90993,,-20.474796,,,,,,,26448,0,,,,,
12779.00,,22.427026,,-20.470837,,,,,,,26448,0,,,,,
12780.00,,22.427026,,-20.58169,,,,,,,26448,0,,,,,
12781.00,,22.648639,,-20.553977,,,,,,,26448,0,,,,,
12782.00,,22.833316,,-20.546059,,,,,,,26448,0,,,,,
12783.00,,22.907187,,-20.577731,,,,,,,26448,0,,,,,
12784.00,,24.199928,,-20.546059,,,,,,,26449,0,,,,,
12785.00,,23.202671,,-20.593568,,,,,,,26449,0,,,,,
12786.00,,22.833316,,-20.58169,,,,,,,26449,0,,,,,
12787.00,,22.944123,,-20.652953,,,,,,,26449,0,,,,,
12788.00,,22.944123,,-20.676707,,,,,,,26450,0,,,,,
12789.00,,22.648639,,-20.609404,,,,,,,26450,1,,,,,
12790.00,,23.017994,,-20.656912,,,,,,,26450,1,,,,,
12791.00,,23.017994,,-20.633158,,,,,,,26450,1,,,,,
12792.00,,23.53509,,-20.660871,,,,,,,26450,1,,,,,
12793.00,,23.017994,,-20.629199,,,,,,,26450,1,,,,,
12794.00,,22.796381,,-20.629199,,,,,,,26451,1,,,,,
12795.00,,23.202671,,-20.652953,,,,,,,26451,1,,,,,
12796.00,,22.094607,,-20.613363,,,,,,,26451,1,,,,,
12797.00,,23.054929,,-20.637117,,,,,,,26452,1,,,,,
12798.00,,22.611704,,-20.629199,,,,,,,26452,1,,,,,
12799.00,,23.313477,,-20.736093,,,,,,,26452,1,,,,,
12800.00,,23.202671,,-20.656912,,,,,,,26453,1,,,,,
12801.00,,22.981058,,-20.684625,,,,,,,26453,1,,,,,
12802.00,,22.981058,,-20.605445,,,,,,,26453,1,,,,,
12803.00,,22.870252,,-20.680666,,,,,,,26454,1,,,,,
12804.00,,22.944123,,-20.696502,,,,,,,26454,1,,,,,
12805.00,,23.239606,,-20.724216,,,,,,,26454,1,,,,,
12806.00,,22.574768,,-20.684625,,,,,,,26455,1,,,,,
12807.00,,22.72251,,-20.613363,,,,,,,26455,1,,,,,
12808.00,,22.537833,,-20.740052,,,,,,,26455,1,,,,,
12809.00,,22.72251,,-20.720257,,,,,,,26456,1,,,,,
12810.00,,22.131543,,-20.83111,,,,,,,26456,1,,,,,
12811.00,,23.054929,,-20.783601,,,,,,,26457,1,,,,,
12812.00,,22.427026,,-20.755888,,,,,,,26457,0,,,,,
12813.00,,22.796381,,-20.779642,,,,,,,26457,0,,,,,
12814.00,,22.574768,,-20.799437,,,,,,,26457,0,,,,,
12815.00,,22.944123,,-20.8707,,,,,,,26458,0,,,,,
12816.00,,23.1288,,-20.74797,,,,,,,26458,0,,,,,
12817.00,,22.981058,,-20.803396,,,,,,,26459,0,,,,,
12818.00,,22.353155,,-20.835069,,,,,,,26459,0,,,,,
12819.00,,22.796381,,-20.866741,,,,,,,26460,0,,,,,
12820.00,,22.31622,,-20.835069,,,,,,,26460,0,,,,,
12821.00,,22.833316,,-20.8707,,,,,,,26461,0,,,,,
12822.00,,23.017994,,-20.898413,,,,,,,26461,0,,,,,
12823.00,,23.239606,,-20.886536,,,,,,,26462,0,,,,,
12824.00,,22.427026,,-20.941963,,,,,,,26462,0,,,,,
12825.00,,22.944123,,-20.941963,,,,,,,26462,0,,,,,
12826.00,,22.500897,,-21.07657,,,,,,,26463,0,,,,,
12827.00,,23.1288,,-20.997389,,,,,,,26463,0,,,,,
12828.00,,23.165735,,-20.886536,,,,,,,26464,0,,,,,
12829.00,,24.089122,,-20.945922,,,,,,,26464,0,,,,,
12830.00,,22.870252,,-20.977594,,,,,,,26464,0,,,,,
12831.00,,23.350413,,-20.977594,,,,,,,26465,0,,,,,
12832.00,,22.833316,,-21.029062,,,,,,,26466,0,,,,,
12833.00,,23.017994,,-20.977594,,,,,,,26466,0,,,,,
12834.00,,22.500897,,-21.03698,,,,,,,26467,0,,,,,
12835.00,,22.759445,,-21.068652,,,,,,,26467,0,,,,,
12836.00,,22.648639,,-21.104283,,,,,,,26467,0,,,,,
12837.00,,22.870252,,-21.072611,,,,,,,26468,0,,,,,
12838.00,,22.279285,,-21.163669,,,,,,,26468,1,,,,,
12839.00,,23.017994,,-21.100324,,,,,,,26469,1,,,,,
12840.00,,22.72251,,-21.11616,,,,,,,26470,1,,,,,
12841.00,,23.091864,,-21.11616,,,,,,,26470,1,,,,,
12842.00,,22.131543,,-21.183464,,,,,,,26471,1,,,,,
12843.00,,23.017994,,-21.11616,,,,,,,26471,1,,,,,
12844.00,,22.72251,,-21.128037,,,,,,,26472,1,,,,,
12845.00,,23.017994,,-21.072611,,,,,,,26473,1,,,,,
12846.00,,22.574768,,-21.15971,,,,,,,26473,1,,,,,
12847.00,,21.946865,,-21.108242,,,,,,,26473,1,,,,,
12848.00,,22.574768,,-21.147833,,,,,,,26474,1,,,,,
12849.00,,23.054929,,-21.135956,,,,,,,26474,1,,,,,
12850.00,,22.205414,,-21.175546,,,,,,,26475,1,,,,,
12851.00,,22.353155,,-21.151792,,,,,,,26476,1,,,,,
12852.00,,22.796381,,-21.151792,,,,,,,26476,1,,,,,
12853.00,,21.946865,,-21.139915,,,,,,,26477,1,,,,,
12854.00,,23.276542,,-21.179505,,,,,,,26477,1,,,,,
12855.00,,22.833316,,-21.179505,,,,,,,26478,1,,,,,
12856.00,,22.537833,,-21.195341,,,,,,,26479,1,,,,,
12857.00,,22.72251,,-21.15971,,,,,,,26479,1,,,,,
12858.00,,22.537833,,-21.15971,,,,,,,26479,1,,,,,
12859.00,,22.427026,,-21.088447,,,,,,,26480,1,,,,,
12860.00,,22.353155,,-21.294317,,,,,,,26481,1,,,,,
12861.00,,22.020736,,-21.187423,,,,,,,26481,0,,,,,
12862.00,,22.981058,,-21.128037,,,,,,,26482,0,,,,,
12863.00,,23.1288,,-21.131996,,,,,,,26482,0,,,,,
12864.00,,22.833316,,-21.104283,,,,,,,26483,0,,,,,
12865.00,,22.057672,,-21.084488,,,,,,,26484,0,,,,,
12866.00,,22.611704,,-21.108242,,,,,,,26484,0,,,,,
12867.00,,22.500897,,-21.139915,,,,,,,26485,0,,,,,
12868.00,,23.017994,,-21.084488,,,,,,,26485,0,,,,,
12869.00,,23.017994,,-21.11616,,,,,,,26485,0,,,,,
12870.00,,22.537833,,-21.112201,,,,,,,26486,0,,,,,
12871.00,,22.094607,,-21.096365,,,,,,,26487,0,,,,,
12872.00,,23.239606,,-21.033021,,,,,,,26487,0,,,,,
12873.00,,22.279285,,-21.052816,,,,,,,26488,0,,,,,
12874.00,,22.870252,,-21.052816,,,,,,,26489,0,,,,,
12875.00,,23.239606,,-21.191382,,,,,,,26489,0,,,,,
12876.00,,21.355898,,-21.029062,,,,,,,26490,0,,,,,
12877.00,,22.833316,,-21.040939,,,,,,,26490,0,,,,,
12878.00,,22.907187,,-21.021143,,,,,,,26491,0,,,,,
12879.00,,23.239606,,-21.131996,,,,,,,26492,0,,,,,
12880.00,,22.72251,,-20.989471,,,,,,,26492,0,,,,,
12881.00,,22.537833,,-20.989471,,,,,,,26492,0,,,,,
12882.00,,23.461219,,-20.977594,,,,,,,26493,0,,,,,
12883.00,,22.685575,,-20.938004,,,,,,,26494,0,,,,,
12884.00,,22.870252,,-20.846946,,,,,,,26494,0,,,,,
12885.00,,22.833316,,-20.835069,,,,,,,26495,0,,,,,
12886.00,,22.611704,,-20.850905,,,,,,,26495,0,,,,,
12887.00,,22.242349,,-20.775683,,,,,,,26496,1,,,,,
12888.00,,22.500897,,-20.866741,,,,,,,26497,1,,,,,
12889.00,,22.500897,,-20.973635,,,,,,,26497,1,,,,,
12890.00,,22.205414,,-20.874659,,,,,,,26498,1,,,,,
12891.00,,22.72251,,-20.850905,,,,,,,26498,1,,,,,
12892.00,,22.72251,,-20.791519,,,,,,,26499,1,,,,,
12893.00,,23.313477,,-20.835069,,,,,,,26499,1,,,,,
12894.00,,22.168478,,-20.799437,,,,,,,26500,1,,,,,
12895.00,,23.276542,,-20.78756,,,,,,,26500,1,,,,,
12896.00,,22.574768,,-20.728175,,,,,,,26501,1,,,,,
12897.00,,22.353155,,-20.783601,,,,,,,26501,1,,,,,
12898.00,,22.057672,,-20.763806,,,,,,,26502,1,,,,,
12899.00,,24.052186,,-20.645035,,,,,,,26503,1,,,,,
12900.00,,22.390091,,-20.629199,,,,,,,26503,1,,,,,
12901.00,,22.796381,,-20.66483,,,,,,,26504,1,,,,,
12902.00,,22.685575,,-20.641076,,,,,,,26504,1,,,,,
12903.00,,22.648639,,-20.557936,,,,,,,26504,1,,,,,
12904.00,,22.981058,,-20.593568,,,,,,,26505,1,,,,,
12905.00,,23.054929,,-20.550018,,,,,,,26505,1,,,,,
12906.00,,22.796381,,-20.573772,,,,,,,26506,1,,,,,
12907.00,,23.165735,,-20.617322,,,,,,,26506,1,,,,,
12908.00,,22.500897,,-20.550018,,,,,,,26507,1,,,,,
12909.00,,22.870252,,-20.550018,,,,,,,26508,1,,,,,
12910.00,,22.796381,,-20.494592,,,,,,,26508,0,,,,,
12911.00,,22.796381,,-20.498551,,,,,,,26509,0,,,,,
12912.00,,23.017994,,-20.510428,,,,,,,26509,0,,,,,
12913.00,,23.017994,,-20.439165,,,,,,,26509,0,,,,,
12914.00,,22.611704,,-20.462919,,,,,,,26510,0,,,,,
12915.00,,22.205414,,-20.391657,,,,,,,26510,0,,,,,
12916.00,,22.833316,,-20.435206,,,,,,,26511,0,,,,,
12917.00,,22.833316,,-20.371862,,,,,,,26511,0,,,,,
12918.00,,22.131543,,-20.312476,,,,,,,26512,0,,,,,
12919.00,,22.72251,,-20.348107,,,,,,,26512,0,,,,,
12920.00,,22.353155,,-20.328312,,,,,,,26513,0,,,,,
12921.00,,22.574768,,-20.320394,,,,,,,26513,0,,,,,
12922.00,,23.054929,,-20.280804,,,,,,,26514,0,,,,,
12923.00,,22.537833,,-20.245172,,,,,,,26514,0,,,,,
12924.00,,22.833316,,-20.276845,,,,,,,26514,0,,,,,
12925.00,,22.094607,,-20.217459,,,,,,,26514,0,,,,,
12926.00,,22.353155,,-20.177869,,,,,,,26515,0,,,,,
