time,P_in,P_out,T_in,T_out,Hum_in,Hum_out,CO2_V1,CO2_V2,O3_WE,O3_AE,Altitude,flags,Flowrate,CO2_C,O3_C,center of mass,SB_Temp
4298.00,,111.700014,,-45.689898,,,,,,,15492,0,,,,,
4299.00,,111.515337,,-45.515701,,,,,,,15496,0,,,,,
4300.00,,110.887435,,-45.404848,,,,,,,15500,0,,,,,
4301.00,,111.441466,,-45.254404,,,,,,,15504,0,,,,,
4302.00,,112.180175,,-45.096043,,,,,,,15508,0,,,,,
4303.00,,111.33066,,-44.913927,,,,,,,15508,0,,,,,
4304.00,,110.628886,,-44.973313,,,,,,,15512,0,,,,,
4305.00,,111.145983,,-44.882255,,,,,,,15517,0,,,,,
4306.00,,110.444209,,-44.77932,,,,,,,15521,0,,,,,
4307.00,,110.850499,,-44.814951,,,,,,,15525,0,,,,,
4308.00,,110.481145,,-44.850583,,,,,,,15529,0,,,,,
4309.00,,112.180175,,-44.747648,,,,,,,15533,0,,,,,
4310.00,,110.887435,,-44.874337,,,,,,,15537,0,,,,,
4311.00,,110.296467,,-44.898091,,,,,,,15541,0,,,,,
4312.00,,109.927113,,-44.969354,,,,,,,15545,1,,,,,
4313.00,,110.665822,,-45.103961,,,,,,,15549,1,,,,,
4314.00,,110.628886,,-45.187101,,,,,,,15549,1,,,,,
4315.00,,110.887435,,-45.293995,,,,,,,15554,1,,,,,
4316.00,,110.887435,,-45.480069,,,,,,,15558,1,,,,,
4317.00,,110.51808,,-45.527578,,,,,,,15562,1,,,,,
4318.00,,110.407274,,-45.460274,,,,,,,15566,1,,,,,
4319.00,,110.333403,,-45.377135,,,,,,,15570,1,,,,,
4320.00,,110.259532,,-45.341503,,,,,,,15575,1,,,,,
4321.00,,111.441466,,-45.258363,,,,,,,15579,1,,,,,
4322.00,,109.668565,,-45.333585,,,,,,,15583,1,,,,,
4323.00,,110.037919,,-45.361298,,,,,,,15587,1,,,,,
4324.00,,110.628886,,-45.325667,,,,,,,15591,1,,,,,
4325.00,,110.000984,,-45.088125,,,,,,,15591,1,,,,,
4326.00,,109.631629,,-45.250445,,,,,,,15596,1,,,,,
4327.00,,108.745178,,-45.290036,,,,,,,15600,1,,,,,
4328.00,,109.742436,,-45.159388,,,,,,,15604,1,,,,,
4329.00,,109.668565,,-45.064371,,,,,,,15608,1,,,,,
4330.00,,109.594694,,-44.989149,,,,,,,15612,1,,,,,
4331.00,,108.929856,,-44.814951,,,,,,,15617,1,,,,,
4332.00,,110.11179,,-44.65659,,,,,,,15621,1,,,,,
4333.00,,109.29921,,-44.743689,,,,,,,15625,1,,,,,
4334.00,,108.89292,,-44.529901,,,,,,,15629,1,,,,,
4335.00,,109.29921,,-44.640754,,,,,,,15634,0,,,,,
4336.00,,109.003726,,-44.474474,,,,,,,15634,0,,,,,
4337.00,,109.373081,,-44.36758,,,,,,,15638,0,,,,,
4338.00,,109.373081,,-44.438843,,,,,,,15642,0,,,,,
4339.00,,108.819049,,-44.521983,,,,,,,15646,0,,,,,
4340.00,,109.29921,,-44.32799,,,,,,,15650,0,,,,,
4341.00,,108.855985,,-44.585327,,,,,,,15654,0,,,,,
4342.00,,109.040662,,-44.723894,,,,,,,15658,0,,,,,
4343.00,,108.634372,,-44.822869,,,,,,,15662,0,,,,,
4344.00,,108.228082,,-44.858501,,,,,,,15666,0,,,,,
4345.00,,108.338888,,-44.906009,,,,,,,15671,0,,,,,
4346.00,,109.003726,,-44.886214,,,,,,,15675,0,,,,,
4347.00,,108.929856,,-44.909968,,,,,,,15675,0,,,,,
4348.00,,108.560501,,-44.743689,,,,,,,15679,0,,,,,
4349.00,,108.375824,,-44.719934,,,,,,,15683,0,,,,,
4350.00,,108.375824,,-44.672426,,,,,,,15687,0,,,,,
4351.00,,108.634372,,-44.775361,,,,,,,15691,0,,,,,
4352.00,,108.597437,,-44.814951,,,,,,,15695,0,,,,,
4353.00,,108.412759,,-44.838706,,,,,,,15699,0,,,,,
4354.00,,108.191147,,-44.747648,,,,,,,15703,0,,,,,
4355.00,,107.378567,,-44.791197,,,,,,,15707,0,,,,,
4356.00,,107.895663,,-44.731812,,,,,,,15711,0,,,,,
4357.00,,108.966791,,-44.810992,,,,,,,15715,0,,,,,
4358.00,,107.969534,,-44.838706,,,,,,,15715,0,,,,,
4359.00,,109.077597,,-44.98519,,,,,,,15719,0,,,,,
4360.00,,107.230825,,-44.9456,,,,,,,15723,0,,,,,
4361.00,,107.26776,,-45.14751,,,,,,,15727,1,,,,,
4362.00,,108.043405,,-45.218773,,,,,,,15732,1,,,,,
4363.00,,107.969534,,-45.39693,,,,,,,15736,1,,,,,
4364.00,,107.452437,,-45.377135,,,,,,,15740,1,,,,,
4365.00,,107.747921,,-45.270241,,,,,,,15744,1,,,,,
4366.00,,107.341631,,-45.535496,,,,,,,15748,1,,,,,
4367.00,,107.637115,,-45.689898,,,,,,,15752,1,,,,,
4368.00,,107.452437,,-45.883891,,,,,,,15757,1,,,,,
4369.00,,107.600179,,-46.022457,,,,,,,15757,1,,,,,
4370.00,,107.083083,,-46.137269,,,,,,,15761,1,,,,,
4371.00,,107.304696,,-46.21645,,,,,,,15765,1,,,,,
4372.00,,106.750664,,-46.457951,,,,,,,15769,1,,,,,
4373.00,,106.085826,,-46.584641,,,,,,,15773,1,,,,,
4374.00,,106.898406,,-46.659862,,,,,,,15777,1,,,,,
4375.00,,107.26776,,-46.758838,,,,,,,15782,1,,,,,
4376.00,,106.639858,,-46.889486,,,,,,,15786,1,,,,,
4377.00,,106.935341,,-46.921159,,,,,,,15790,1,,,,,
4378.00,,106.713728,,-46.9172,,,,,,,15794,1,,,,,
4379.00,,106.86147,,-46.841978,,,,,,,15799,1,,,,,
4380.00,,106.787599,,-46.901363,,,,,,,15803,1,,,,,
4381.00,,106.639858,,-46.909282,,,,,,,15803,1,,,,,
4382.00,,106.307438,,-46.936995,,,,,,,15807,1,,,,,
4383.00,,106.565987,,-46.952831,,,,,,,15811,1,,,,,
4384.00,,106.565987,,-47.063684,,,,,,,15815,0,,,,,
4385.00,,105.864213,,-47.075561,,,,,,,15819,0,,,,,
4386.00,,106.307438,,-47.115151,,,,,,,15824,0,,,,,
4387.00,,105.975019,,-47.107233,,,,,,,15828,0,,,,,
4388.00,,106.085826,,-47.174537,,,,,,,15832,0,,,,,
4389.00,,105.827278,,-47.261636,,,,,,,15836,0,,,,,
4390.00,,106.381309,,-47.218086,,,,,,,15840,0,,,,,
4391.00,,105.827278,,-47.277472,,,,,,,15845,0,,,,,
4392.00,,105.568729,,-47.16266,,,,,,,15845,0,,,,,
4393.00,,106.011955,,-47.134947,,,,,,,15849,0,,,,,
4394.00,,106.04889,,-47.107233,,,,,,,15853,0,,,,,
4395.00,,106.011955,,-47.071602,,,,,,,15857,0,,,,,
4396.00,,105.088569,,-46.921159,,,,,,,15861,0,,,,,
4397.00,,105.568729,,-46.838019,,,,,,,15865,0,,,,,
4398.00,,105.753407,,-46.517337,,,,,,,15869,0,,,,,
4399.00,,105.199375,,-46.263959,,,,,,,15873,0,,,,,
4400.00,,105.347117,,-46.137269,,,,,,,15877,0,,,,,
4401.00,,105.162439,,-46.089761,,,,,,,15881,0,,,,,
4402.00,,105.051633,,-46.062048,,,,,,,15885,0,,,,,
4403.00,,105.420988,,-46.263959,,,,,,,15885,0,,,,,
4404.00,,105.051633,,-46.220409,,,,,,,15889,0,,,,,
4405.00,,105.23631,,-46.275836,,,,,,,15893,0,,,,,
4406.00,,104.054376,,-46.085802,,,,,,,15897,0,,,,,
4407.00,,104.608408,,-46.161024,,,,,,,15901,0,,,,,
4408.00,,105.014698,,-46.224368,,,,,,,15905,0,,,,,
4409.00,,104.793085,,-46.279795,,,,,,,15909,0,,,,,
4410.00,,105.125504,,-46.390648,,,,,,,15913,1,,,,,
4411.00,,105.125504,,-46.315426,,,,,,,15917,1,,,,,
4412.00,,105.199375,,-46.355016,,,,,,,15921,1,,,,,
4413.00,,104.571472,,-46.398566,,,,,,,15925,1,,,,,
4414.00,,104.608408,,-46.46191,,,,,,,15925,1,,,,,
4415.00,,104.903891,,-46.410443,,,,,,,15929,1,,,,,
4416.00,,104.42373,,-46.129351,,,,,,,15933,1,,,,,
4417.00,,104.83002,,-46.022457,,,,,,,15937,1,,,,,
4418.00,,104.645343,,-46.058089,,,,,,,15942,1,,,,,
4419.00,,103.980505,,-45.974949,,,,,,,15946,1,,,,,
4420.00,,104.01744,,-45.990785,,,,,,,15950,1,,,,,
4421.00,,104.42373,,-46.002662,,,,,,,15954,1,,,,,
4422.00,,104.756149,,-45.978908,,,,,,,15959,1,,,,,
4423.00,,103.795828,,-46.018498,,,,,,,15963,1,,,,,
4424.00,,103.167925,,-46.077884,,,,,,,15967,1,,,,,
4425.00,,104.866956,,-46.184778,,,,,,,15967,1,,,,,
4426.00,,104.202118,,-46.343139,,,,,,,15971,1,,,,,
4427.00,,103.13099,,-46.50546,,,,,,,15976,1,,,,,
4428.00,,103.758892,,-46.592559,,,,,,,15980,1,,,,,
4429.00,,103.906634,,-46.632149,,,,,,,15985,1,,,,,
4430.00,,103.53728,,-46.743002,,,,,,,15989,1,,,,,
4431.00,,104.01744,,-46.814265,,,,,,,15993,1,,,,,
4432.00,,102.835506,,-46.869691,,,,,,,15998,1,,,,,
4433.00,,103.13099,,-46.964708,,,,,,,16002,0,,,,,
4434.00,,102.872441,,-47.035971,,,,,,,16007,0,,,,,
4435.00,,103.500344,,-46.929077,,,,,,,16011,0,,,,,
4436.00,,103.53728,,-46.774674,,,,,,,16016,0,,,,,
4437.00,,103.389538,,-46.838019,,,,,,,16016,0,,,,,
4438.00,,103.389538,,-46.79051,,,,,,,16020,0,,,,,
4439.00,,103.167925,,-46.746961,,,,,,,16025,0,,,,,
4440.00,,102.983248,,-46.838019,,,,,,,16029,0,,,,,
4441.00,,102.31841,,-46.830101,,,,,,,16034,0,,,,,
4442.00,,102.31841,,-46.940954,,,,,,,16038,0,,,,,
4443.00,,103.53728,,-47.071602,,,,,,,16043,0,,,,,
4444.00,,102.687764,,-46.944913,,,,,,,16047,0,,,,,
4445.00,,102.909377,,-46.853855,,,,,,,16052,0,,,,,
4446.00,,102.909377,,-46.727166,,,,,,,16056,0,,,,,
4447.00,,102.761635,,-46.529214,,,,,,,16061,0,,,,,
4448.00,,102.133732,,-46.576722,,,,,,,16061,0,,,,,
4449.00,,102.170668,,-46.549009,,,,,,,16065,0,,,,,
4450.00,,102.503087,,-46.529214,,,,,,,16069,0,,,,,
4451.00,,101.468894,,-46.481706,,,,,,,16074,0,,,,,
4452.00,,102.059861,,-46.663821,,,,,,,16078,0,,,,,
4453.00,,102.133732,,-46.770715,,,,,,,16083,0,,,,,
4454.00,,101.727442,,-46.644026,,,,,,,16087,0,,,,,
4455.00,,101.838249,,-46.612354,,,,,,,16092,0,,,,,
4456.00,,102.170668,,-46.537132,,,,,,,16096,0,,,,,
4457.00,,103.389538,,-46.465869,,,,,,,16101,0,,,,,
4458.00,,101.616636,,-46.311467,,,,,,,16105,0,,,,,
4459.00,,101.321152,,-46.287713,,,,,,,16105,1,,,,,
4460.00,,101.690507,,-46.232286,,,,,,,16109,1,,,,,
4461.00,,101.838249,,-46.327303,,,,,,,16114,1,,,,,
4462.00,,101.431959,,-46.477747,,,,,,,16118,1,,,,,
4463.00,,101.284217,,-46.430238,,,,,,,16123,1,,,,,
4464.00,,101.801313,,-46.355016,,,,,,,16127,1,,,,,
4465.00,,101.875184,,-46.319385,,,,,,,16131,1,,,,,
4466.00,,101.579701,,-46.323344,,,,,,,16136,1,,,,,
4467.00,,101.690507,,-46.560886,,,,,,,16140,1,,,,,
4468.00,,100.951798,,-46.675698,,,,,,,16145,1,,,,,
4469.00,,101.395023,,-46.739043,,,,,,,16150,1,,,,,
4470.00,,101.062604,,-46.861773,,,,,,,16150,1,,,,,
4471.00,,101.210346,,-46.818224,,,,,,,16154,1,,,,,
4472.00,,101.284217,,-46.826142,,,,,,,16159,1,,,,,
4473.00,,100.804056,,-46.857814,,,,,,,16163,1,,,,,
4474.00,,101.431959,,-46.877609,,,,,,,16168,1,,,,,
4475.00,,100.914862,,-47.012216,,,,,,,16173,1,,,,,
4476.00,,101.136475,,-46.960749,,,,,,,16177,1,,,,,
4477.00,,100.69325,,-46.948872,,,,,,,16182,1,,,,,
4478.00,,100.840992,,-47.127029,,,,,,,16186,1,,,,,
4479.00,,100.213089,,-47.226004,,,,,,,16191,1,,,,,
4480.00,,100.102282,,-47.423956,,,,,,,16196,1,,,,,
4481.00,,99.659057,,-47.499178,,,,,,,16196,1,,,,,
4482.00,,100.360831,,-47.65358,,,,,,,16200,0,,,,,
4483.00,,99.806799,,-47.756515,,,,,,,16205,0,,,,,
4484.00,,100.471637,,-47.827778,,,,,,,16209,0,,,,,
4485.00,,99.400509,,-47.946549,,,,,,,16214,0,,,,,
4486.00,,100.397766,,-47.883204,,,,,,,16218,0,,,,,
4487.00,,100.730185,,-48.077197,,,,,,,16222,0,,,,,
4488.00,,100.176153,,-48.096992,,,,,,,16227,0,,,,,
4489.00,,100.69325,,-48.081156,,,,,,,16231,0,,,,,
4490.00,,99.843734,,-48.211804,,,,,,,16236,0,,,,,
4491.00,,99.215832,,-48.302862,,,,,,,16240,0,,,,,
4492.00,,100.102282,,-48.326617,,,,,,,16240,0,,,,,
4493.00,,100.065347,,-48.389961,,,,,,,16245,0,,,,,
4494.00,,99.954541,,-48.417674,,,,,,,16249,0,,,,,
4495.00,,99.06809,,-48.449347,,,,,,,16254,0,,,,,
4496.00,,99.215832,,-48.500814,,,,,,,16258,0,,,,,
4497.00,,99.659057,,-48.465183,,,,,,,16263,0,,,,,
4498.00,,99.695993,,-48.445388,,,,,,,16267,0,,,,,
4499.00,,99.326638,,-48.287026,,,,,,,16272,0,,,,,
4500.00,,99.031154,,-48.302862,,,,,,,16276,0,,,,,
4501.00,,99.954541,,-48.223682,,,,,,,16280,0,,,,,
4502.00,,99.252767,,-48.045525,,,,,,,16285,0,,,,,
4503.00,,99.954541,,-47.934672,,,,,,,16285,0,,,,,
4504.00,,98.514058,,-47.823819,,,,,,,16290,0,,,,,
4505.00,,98.403252,,-47.645662,,,,,,,16294,0,,,,,
4506.00,,99.400509,,-47.629826,,,,,,,16299,0,,,,,
4507.00,,99.178896,,-47.594195,,,,,,,16303,0,,,,,
4508.00,,98.957283,,-47.53085,,,,,,,16308,1,,,,,
4509.00,,99.215832,,-47.479383,,,,,,,16312,1,,,,,
4510.00,,98.809542,,-47.522932,,,,,,,16317,1,,,,,
4511.00,,98.292445,,-47.40812,,,,,,,16322,1,,,,,
4512.00,,99.363573,,-47.36853,,,,,,,16326,1,,,,,
4513.00,,98.772606,,-47.257677,,,,,,,16331,1,,,,,
4514.00,,97.664543,,-47.289349,,,,,,,16331,1,,,,,
4515.00,,97.996962,,-47.344776,,,,,,,16336,1,,,,,
4516.00,,98.698735,,-47.277472,,,,,,,16340,1,,,,,
4517.00,,97.996962,,-47.099315,,,,,,,16345,1,,,,,
4518.00,,98.366316,,-47.229963,,,,,,,16350,1,,,,,
4519.00,,98.292445,,-47.214127,,,,,,,16354,1,,,,,
4520.00,,98.181639,,-47.309144,,,,,,,16359,1,,,,,
4521.00,,98.181639,,-47.281431,,,,,,,16364,1,,,,,
4522.00,,97.996962,,-47.067643,,,,,,,16369,1,,,,,
4523.00,,98.25551,,-47.158701,,,,,,,16373,1,,,,,
4524.00,,98.25551,,-47.20225,,,,,,,16378,1,,,,,
4525.00,,98.070833,,-47.111192,,,,,,,16383,1,,,,,
4526.00,,97.84922,,-47.138906,,,,,,,16383,1,,,,,
4527.00,,97.479865,,-47.075561,,,,,,,16388,1,,,,,
4528.00,,98.070833,,-47.198291,,,,,,,16392,1,,,,,
4529.00,,97.775349,,-47.150783,,,,,,,16397,1,,,,,
4530.00,,97.886155,,-47.226004,,,,,,,16402,1,,,,,
4531.00,,97.258253,,-47.20225,,,,,,,16406,0,,,,,
4532.00,,97.405994,,-47.265595,,,,,,,16411,0,,,,,
4533.00,,97.553736,,-47.344776,,,,,,,16416,0,,,,,
4534.00,,97.516801,,-47.265595,,,,,,,16420,0,,,,,
4535.00,,96.851963,,-47.309144,,,,,,,16425,0,,,,,
4536.00,,96.741156,,-47.222045,,,,,,,16430,0,,,,,
4537.00,,97.221317,,-47.309144,,,,,,,16430,0,,,,,
4538.00,,96.593415,,-47.138906,,,,,,,16435,0,,,,,
4539.00,,96.667285,,-47.186414,,,,,,,16439,0,,,,,
4540.00,,96.408737,,-47.226004,,,,,,,16444,0,,,,,
4541.00,,96.482608,,-47.229963,,,,,,,16449,0,,,,,
4542.00,,97.03664,,-47.2458,,,,,,,16453,0,,,,,
4543.00,,96.962769,,-47.360612,,,,,,,16458,0,,,,,
4544.00,,95.743899,,-47.313103,,,,,,,16463,0,,,,,
4545.00,,97.405994,,-47.309144,,,,,,,16467,0,,,,,
4546.00,,96.741156,,-47.174537,,,,,,,16472,0,,,,,
4547.00,,96.002447,,-47.273513,,,,,,,16476,0,,,,,
4548.00,,96.667285,,-47.297267,,,,,,,16476,0,,,,,
4549.00,,96.334866,,-47.194332,,,,,,,16481,0,,,,,
4550.00,,96.297931,,-47.328939,,,,,,,16485,0,,,,,
4551.00,,96.297931,,-47.475424,,,,,,,16490,0,,,,,
4552.00,,96.22406,,-47.546686,,,,,,,16494,0,,,,,
4553.00,,95.706964,,-47.633785,,,,,,,16499,0,,,,,
4554.00,,95.300674,,-47.693171,,,,,,,16503,0,,,,,
4555.00,,95.596157,,-47.784229,,,,,,,16508,0,,,,,
4556.00,,95.706964,,-47.752556,,,,,,,16513,0,,,,,
4557.00,,95.485351,,-47.756515,,,,,,,16517,1,,,,,
4558.00,,95.596157,,-47.978221,,,,,,,16521,1,,,,,
4559.00,,95.633093,,-47.835696,,,,,,,16521,1,,,,,
4560.00,,95.965512,,-47.891123,,,,,,,16526,1,,,,,
4561.00,,96.039383,,-47.732761,,,,,,,16530,1,,,,,
4562.00,,95.263738,,-47.629826,,,,,,,16535,1,,,,,
4563.00,,95.189867,,-47.463547,,,,,,,16539,1,,,,,
4564.00,,95.337609,,-47.455629,,,,,,,16544,1,,,,,
4565.00,,95.41148,,-47.364571,,,,,,,16548,1,,,,,
4566.00,,95.891641,,-47.233923,,,,,,,16553,1,,,,,
4567.00,,95.41148,,-47.134947,,,,,,,16557,1,,,,,
4568.00,,94.561965,,-46.933036,,,,,,,16562,1,,,,,
4569.00,,95.079061,,-46.968667,,,,,,,16566,1,,,,,
4570.00,,94.525029,,-46.703412,,,,,,,16566,1,,,,,
4571.00,,94.5989,,-46.695494,,,,,,,16571,1,,,,,
4572.00,,94.377287,,-46.655903,,,,,,,16575,1,,,,,
4573.00,,95.079061,,-46.442115,,,,,,,16580,1,,,,,
4574.00,,94.968255,,-46.29959,,,,,,,16584,1,,,,,
4575.00,,94.377287,,-46.073925,,,,,,,16589,1,,,,,
4576.00,,94.635836,,-45.903686,,,,,,,16593,1,,,,,
4577.00,,94.155675,,-45.88785,,,,,,,16597,1,,,,,
4578.00,,94.783577,,-45.769079,,,,,,,16602,1,,,,,
4579.00,,95.042126,,-45.753243,,,,,,,16606,1,,,,,
4580.00,,94.561965,,-45.678021,,,,,,,16611,0,,,,,
4581.00,,95.152932,,-45.685939,,,,,,,16615,0,,,,,
4582.00,,93.970997,,-45.654267,,,,,,,16615,0,,,,,
4583.00,,94.044868,,-45.792833,,,,,,,16619,0,,,,,
4584.00,,94.783577,,-45.864096,,,,,,,16624,0,,,,,
4585.00,,94.044868,,-45.84826,,,,,,,16628,0,,,,,
4586.00,,95.00519,,-45.895768,,,,,,,16632,0,,,,,
4587.00,,93.601643,,-45.697816,,,,,,,16637,0,,,,,
4588.00,,93.823256,,-45.824506,,,,,,,16641,0,,,,,
4589.00,,94.635836,,-45.634472,,,,,,,16645,0,,,,,
4590.00,,94.155675,,-45.51966,,,,,,,16649,0,,,,,
4591.00,,93.970997,,-45.432561,,,,,,,16653,0,,,,,
4592.00,,93.564707,,-45.254404,,,,,,,16657,0,,,,,
4593.00,,93.749385,,-45.155428,,,,,,,16657,0,,,,,
4594.00,,94.561965,,-45.048534,,,,,,,16661,0,,,,,
4595.00,,93.453901,,-45.044575,,,,,,,16665,0,,,,,
4596.00,,94.635836,,-44.917886,,,,,,,16669,0,,,,,
4597.00,,93.638578,,-44.882255,,,,,,,16673,0,,,,,
4598.00,,93.897127,,-44.795156,,,,,,,16677,0,,,,,
4599.00,,93.047611,,-44.882255,,,,,,,16681,0,,,,,
4600.00,,92.862934,,-44.834747,,,,,,,16685,0,,,,,
4601.00,,93.712449,,-44.799115,,,,,,,16689,0,,,,,
4602.00,,93.564707,,-44.743689,,,,,,,16693,0,,,,,
4603.00,,92.678257,,-44.688262,,,,,,,16697,0,,,,,
4604.00,,93.712449,,-44.668467,,,,,,,16697,0,,,,,
4605.00,,93.490837,,-44.688262,,,,,,,16701,0,,,,,
4606.00,,93.416966,,-44.624918,,,,,,,16705,1,,,,,
4607.00,,93.712449,,-44.628877,,,,,,,16709,1,,,,,
4608.00,,93.453901,,-44.676385,,,,,,,16713,1,,,,,
4609.00,,92.862934,,-44.719934,,,,,,,16717,1,,,,,
4610.00,,93.158417,,-44.652631,,,,,,,16721,1,,,,,
4611.00,,92.752127,,-44.644713,,,,,,,16725,1,,,,,
4612.00,,93.269224,,-44.69618,,,,,,,16729,1,,,,,
4613.00,,93.269224,,-44.521983,,,,,,,16733,1,,,,,
4614.00,,92.419708,,-44.423007,,,,,,,16737,1,,,,,
4615.00,,93.084547,,-44.466556,,,,,,,16737,1,,,,,
4616.00,,92.641321,,-44.280481,,,,,,,16741,1,,,,,
4617.00,,92.715192,,-44.296318,,,,,,,16745,1,,,,,
4618.00,,92.493579,,-44.438843,,,,,,,16749,1,,,,,
4619.00,,92.752127,,-44.458638,,,,,,,16753,1,,,,,
4620.00,,92.678257,,-44.399253,,,,,,,16757,1,,,,,
4621.00,,92.530515,,-44.415089,,,,,,,16762,1,,,,,
4622.00,,92.235031,,-44.525942,,,,,,,16766,1,,,,,
4623.00,,92.789063,,-44.545737,,,,,,,16770,1,,,,,
4624.00,,92.825998,,-44.502187,,,,,,,16774,1,,,,,
4625.00,,92.493579,,-44.454679,,,,,,,16778,1,,,,,
4626.00,,91.976483,,-44.335908,,,,,,,16778,1,,,,,
4627.00,,92.56745,,-44.331949,,,,,,,16782,1,,,,,
4628.00,,92.56745,,-44.2884,,,,,,,16786,1,,,,,
4629.00,,91.533258,,-44.236932,,,,,,,16791,0,,,,,
4630.00,,92.419708,,-44.094407,,,,,,,16795,0,,,,,
4631.00,,91.717935,,-44.20526,,,,,,,16799,0,,,,,
4632.00,,91.607128,,-44.133997,,,,,,,16803,0,,,,,
4633.00,,91.902612,,-44.126079,,,,,,,16807,0,,,,,
4634.00,,91.902612,,-44.268604,,,,,,,16812,0,,,,,
4635.00,,91.717935,,-44.438843,,,,,,,16816,0,,,,,
4636.00,,92.604386,,-44.415089,,,,,,,16820,0,,,,,
4637.00,,90.905355,,-44.446761,,,,,,,16820,0,,,,,
4638.00,,91.717935,,-44.458638,,,,,,,16824,0,,,,,
4639.00,,91.311645,,-44.470515,,,,,,,16828,0,,,,,
4640.00,,91.34858,,-44.810992,,,,,,,16832,0,,,,,
4641.00,,91.459387,,-45.076248,,,,,,,16837,0,,,,,
4642.00,,91.163903,,-45.214814,,,,,,,16841,0,,,,,
4643.00,,90.609871,,-45.329626,,,,,,,16845,0,,,,,
4644.00,,92.16116,,-45.404848,,,,,,,16849,0,,,,,
4645.00,,91.459387,,-45.321708,,,,,,,16853,0,,,,,
4646.00,,91.016161,,-45.238568,,,,,,,16858,0,,,,,
4647.00,,91.053097,,-45.183142,,,,,,,16862,0,,,,,
4648.00,,90.979226,,-45.195019,,,,,,,16862,0,,,,,
4649.00,,91.311645,,-45.187101,,,,,,,16866,0,,,,,
4650.00,,91.422451,,-45.341503,,,,,,,16870,0,,,,,
4651.00,,91.126968,,-45.392971,,,,,,,16874,0,,,,,
4652.00,,90.757613,,-45.535496,,,,,,,16879,0,,,,,
4653.00,,90.609871,,-45.670103,,,,,,,16883,0,,,,,
4654.00,,90.94229,,-45.737407,,,,,,,16887,0,,,,,
4655.00,,91.570193,,-45.788874,,,,,,,16891,1,,,,,
4656.00,,90.646807,,-45.622595,,,,,,,16896,1,,,,,
4657.00,,90.868419,,-45.824506,,,,,,,16900,1,,,,,
4658.00,,91.422451,,-45.907645,,,,,,,16904,1,,,,,
4659.00,,90.905355,,-45.883891,,,,,,,16904,1,,,,,
4660.00,,89.834227,,-45.88785,,,,,,,16908,1,,,,,
4661.00,,89.908098,,-46.022457,,,,,,,16912,1,,,,,
4662.00,,91.274709,,-45.967031,,,,,,,16916,1,,,,,
4663.00,,90.572936,,-46.05413,,,,,,,16921,1,,,,,
4664.00,,90.499065,,-46.01058,,,,,,,16925,1,,,,,
4665.00,,90.018904,,-46.153106,,,,,,,16929,1,,,,,
4666.00,,90.092775,,-46.236245,,,,,,,16933,1,,,,,
4667.00,,90.388259,,-46.145188,,,,,,,16937,1,,,,,
4668.00,,90.757613,,-46.263959,,,,,,,16941,1,,,,,
4669.00,,90.166646,,-46.355016,,,,,,,16946,1,,,,,
4670.00,,89.427937,,-46.430238,,,,,,,16950,1,,,,,
4671.00,,90.12971,,-46.564845,,,,,,,16950,1,,,,,
4672.00,,91.311645,,-46.671739,,,,,,,16954,1,,,,,
4673.00,,89.169389,,-46.727166,,,,,,,16958,1,,,,,
4674.00,,89.501808,,-46.754879,,,,,,,16962,1,,,,,
4675.00,,89.760356,,-46.83406,,,,,,,16966,1,,,,,
4676.00,,90.683742,,-46.901363,,,,,,,16970,1,,,,,
4677.00,,89.72342,,-46.838019,,,,,,,16974,1,,,,,
4678.00,,88.873905,,-46.608395,,,,,,,16978,0,,,,,
4679.00,,89.72342,,-46.406484,,,,,,,16983,0,,,,,
4680.00,,89.649549,,-46.236245,,,,,,,16987,0,,,,,
4681.00,,89.058582,,-46.426279,,,,,,,16991,0,,,,,
4682.00,,89.575679,,-46.46191,,,,,,,16991,0,,,,,
4683.00,,89.354066,,-46.651944,,,,,,,16995,0,,,,,
4684.00,,90.12971,,-46.818224,,,,,,,16999,0,,,,,
4685.00,,89.427937,,-46.826142,,,,,,,17003,0,,,,,
4686.00,,89.169389,,-46.782592,,,,,,,17007,0,,,,,
4687.00,,89.427937,,-46.952831,,,,,,,17011,0,,,,,
4688.00,,89.538743,,-47.020135,,,,,,,17015,0,,,,,
4689.00,,89.31713,,-47.083479,,,,,,,17020,0,,,,,
4690.00,,89.169389,,-47.083479,,,,,,,17024,0,,,,,
4691.00,,88.763099,,-47.059725,,,,,,,17028,0,,,,,
4692.00,,88.689228,,-47.182455,,,,,,,17032,0,,,,,
4693.00,,89.24326,,-47.067643,,,,,,,17032,0,,,,,
4694.00,,88.91084,,-47.103274,,,,,,,17036,0,,,,,
4695.00,,88.689228,,-47.107233,,,,,,,17041,0,,,,,
4696.00,,88.689228,,-47.004298,,,,,,,17045,0,,,,,
4697.00,,88.800034,,-46.972626,,,,,,,17049,0,,,,,
4698.00,,89.945033,,-47.020135,,,,,,,17054,0,,,,,
4699.00,,88.43068,,-47.020135,,,,,,,17058,0,,,,,
4700.00,,88.763099,,-46.933036,,,,,,,17062,0,,,,,
4701.00,,88.763099,,-46.944913,,,,,,,17067,0,,,,,
4702.00,,88.467615,,-46.944913,,,,,,,17071,0,,,,,
4703.00,,88.02439,,-47.000339,,,,,,,17075,0,,,,,
4704.00,,88.43068,,-47.016176,,,,,,,17075,1,,,,,
4705.00,,88.282938,,-47.170578,,,,,,,17079,1,,,,,
4706.00,,88.135196,,-47.032012,,,,,,,17084,1,,,,,
